id,creationdate,score,viewcount,title,answercount,commentcount,favoritecount,quest_name,quest_rep,ans_name,ans_rep
"16617394","2013-05-17 20:30:31","9","6827","Select rows by partial string match in index","3","1","2","ronszon","647","",""
"15627282","2013-03-26 00:28:02","3","3249","Python: Pandas Memory Error","2","12","1","buggsbunny4","42","",""
"17518827","2013-07-08 03:34:27","3","2103","Python Pandas Create Data Frame Column from Variable","1","0","","user2559269","35","",""
"14431646","2013-01-21 02:19:42","25","34282","How to write Pandas dataframe to sqlite with Index","3","1","19","jmatthewhouse","128","Andy Hayden","218111"
"14422976","2013-01-20 08:48:56","22","51357","Importing pandas shows ImportError: cannot import name hashtable","4","2","6","sky404","111","",""
"14416660","2013-01-19 17:04:02","2","1896","pandas dataframe row change type","2","3","1","Ralph","68","Andy Hayden","218111"
"14550441","2013-01-27 18:09:06","7","9016","Problems reading CSV file with commas and characters in pandas","1","5","5","user1992696","89","DSM","234989"
"14567210","2013-01-28 17:02:27","3","2405","How to perform functions over groupby results in pandas in python?","1","1","3","user1992696","89","DSM","234989"
"14474093","2013-01-23 06:59:11","2","176","Time series through pandas","1","0","","Aris Epan","15","root","45129"
"14412181","2013-01-19 07:33:05","0","4596","Writing DataFrame column to a file","3","1","","Aris Epan","15","root","45129"
"14655172","2013-02-01 21:16:52","4","1294","How do I efficiently combine similar dataframes in Pandas into one giant dataframe","2","0","2","gbronner","844","Andy Hayden","218111"
"18438507","2013-08-26 07:09:11","0","355","pandas dataframe to R using pyRserve","1","1","","user1971988","415","",""
"16083499","2013-04-18 12:52:15","4","6034","Calculating power in pandas","1","8","1","chandradog","229","",""
"17116814","2013-06-14 20:32:46","129","113348","pandas: How do I split text in a column into multiple rows?","4","1","86","Bradley","952","Dan Allan","23313"
"17262615","2013-06-23 16:05:19","0","800","daily traffic flow prediction with Python pandas","0","4","","Jin","593","",""
"17454647","2013-07-03 17:34:49","2","8754","Missing value check in pandas series","1","0","","Jin","593","root","45129"
"17986792","2013-08-01 06:36:07","1","592","MultiIndex and DateTime","1","0","","highpost","522","Rutger Kassies","33797"
"17838752","2013-07-24 15:40:45","5","6332","how to delete multiple columns in one pass","1","4","1","highpost","522","Jon Clements","107390"
"17498616","2013-07-06 01:07:21","2","186","problems with MultiIndex","1","2","","highpost","522","",""
"16807043","2013-05-29 06:35:33","1","187","How to create MultiIndex from joined MySQL tables?","0","5","1","highpost","522","",""
"14440187","2013-01-21 13:55:46","5","5543","rank data over a rolling window in pandas DataFrame","2","0","","FrankDR","28","metakermit","10830"
"17287933","2013-06-25 01:54:24","21","6909","Filling in date gaps in MultiIndex Pandas Dataframe","2","0","8","Michael","115","TomAugspurger","18032"
"15736325","2013-04-01 01:00:30","3","164","Tricky aggregation using pandas","2","3","","Cody Norden","65","Chang She","11916"
"15551102","2013-03-21 15:02:21","3","6866","Reading data from csv file into time series with pandas","2","0","1","Brian","639","bdiamante","8250"
"15622436","2013-03-25 18:48:38","-1","456","Dividing the sum of one DataFrame column with the sum of another DataFrame column yields 0","1","3","","Brian","639","",""
"18021056","2013-08-02 15:43:09","6","3736","Reading GPS RINEX data with Pandas","2","2","1","ruffsl","828","ruffsl","828"
"15288158","2013-03-08 06:36:36","1","71","Data frame creation from an input file","1","0","","naz","199","",""
"15112234","2013-02-27 12:33:19","32","84629","How can I convert a Pandas DataFrame into a list?","1","0","13","naz","199","eumiro","144513"
"14821519","2013-02-11 21:51:06","1","89","Handling detection limits in a Series","1","0","","Rich Signell","9049","Andy Hayden","218111"
"16022184","2013-04-15 18:25:25","0","188","CSV-like data in script to Pandas DataFrame","1","2","","Rich Signell","9049","BrenBarn","176765"
"16409050","2013-05-06 23:47:34","1","2723","Associating units with Pandas DataFrame","1","0","","Rich Signell","9049","unutbu","601449"
"18002070","2013-08-01 18:44:10","2","284","Interpolating a large dataframe onto a sparse, irregular index","2","2","","Rich Signell","9049","",""
"16359195","2013-05-03 12:40:47","0","886","pandas.io.sql returnt that that table does not existst, even if it is existing","1","0","","WebOrCode","2672","mdscruggs","907"
"16392921","2013-05-06 06:10:36","72","75357","Make more than one chart in same IPython Notebook cell","5","0","14","WebOrCode","2672","Rutger Kassies","33797"
"16397035","2013-05-06 10:43:18","2","2498","Change index to date/time type in pandas?","1","2","","WebOrCode","2672","",""
"17380304","2013-06-29 12:43:20","-1","2902","Bar chart in pandas on time series data","1","3","","WebOrCode","2672","",""
"15943769","2013-04-11 08:14:08","771","1484794","How do I get the row count of a pandas DataFrame?","10","3","160","yemu","7018","root","45129"
"15879992","2013-04-08 13:12:07","0","1000","reading and writing csv in pandas changes cell values","2","0","","yemu","7018","",""
"15880915","2013-04-08 13:52:20","0","120","How to delete rows with duplicate values in succeeding rows","1","0","","yemu","7018","DSM","234989"
"17242606","2013-06-21 19:07:56","2","93","Sorting two-dimensional dataframe using Pandas","2","0","","GG_Python","1860","Jeff","88337"
"17390928","2013-06-30 13:39:19","0","365","Selecting Pandas dataframe records based on the content of a series field","2","0","","david","21","",""
"17381582","2013-06-29 15:07:07","1","669","Splitting a pandas dataframe row and creating a new data frame","1","1","","david","21","",""
"14569223","2013-01-28 19:03:20","23","27104","TimeGrouper, pandas","3","2","4","user2019264","116","",""
"14639825","2013-02-01 04:38:00","3","243","protein sequence coding","1","2","","user2020442","18","Andy Hayden","218111"
"17448978","2013-07-03 13:11:38","0","410","How to groupby non-unique timedate index and column","1","0","","GertVdE","185","Rutger Kassies","33797"
"17853392","2013-07-25 08:57:11","2","115","fastest way to read a table2 for each value of a table1 with Python?","2","3","","Alexis","35","RussW","352"
"14614512","2013-01-30 21:51:56","13","18989","Merging two tables with millions of rows in Python","1","2","8","user2027051","73","Jeff","88337"
"14623935","2013-01-31 10:48:43","3","2402","Pandas DataFrame - Calculated Column based on subset of Columns","1","0","","Dickster","1934","seumas","392"
"16679311","2013-05-21 20:52:53","0","148","Loop over lists and concat in pd.dataframe","1","5","","Pedro9","108","",""
"16153530","2013-04-22 17:51:55","9","5910","Conditional replacement in pandas","1","0","2","hmelberg","87","BrenBarn","176765"
"17533813","2013-07-08 18:46:44","2","2643","pandas timeseries with relative time","3","2","3","whitediver","17","Beau","368"
"14745022","2013-02-07 06:30:11","159","260537","How to split a column into two columns?","11","2","90","a k","798","root","45129"
"14747518","2013-02-07 09:19:57","-1","240","inputting and aligning protein sequence","1","2","","user2050115","1","",""
"18010077","2013-08-02 06:22:51","2","42","Make elements in Pandas rows","2","0","","Adam Morris","15","waitingkuo","44981"
"17702272","2013-07-17 14:18:00","24","26664","Convert Pandas series containing string to boolean","3","0","6","working4coins","967","joris","75521"
"18182030","2013-08-12 07:59:48","3","1114","Interpolate only one value of a TimeSerie using Python / Pandas","2","3","1","working4coins","967","Dan Allan","23313"
"18196811","2013-08-12 21:14:20","16","5532","Cumsum reset at NaN","4","0","8","working4coins","967","emprice","612"
"14755116","2013-02-07 15:43:37","7","1700","Implement a classic martingale using Python and Pandas","2","0","1","working4coins","967","tacaswell","60513"
"18259067","2013-08-15 18:18:20","24","14749","Unpivot Pandas Data","2","0","8","Alex Rothberg","3223","Viktor Kerkez","30933"
"18305067","2013-08-19 00:44:44","4","942","Case insensitive pandas.concat","2","0","1","Alex Rothberg","3223","",""
"18327347","2013-08-20 05:07:43","2","335","Pandas DateOffset, Periods and tslib.period_ordinal","0","0","","Alex Rothberg","3223","",""
"17976074","2013-07-31 16:38:16","4","1043","Extract Quarterly Data from Multi Quarter Periods","2","1","","Alex Rothberg","3223","",""
"17973156","2013-07-31 14:27:55","1","407","Creating Period for Multi Quarter Timespan in Pandas","0","5","","Alex Rothberg","3223","",""
"17985159","2013-08-01 04:11:25","6","9223","Creating DataFrame with Hierarchical Columns","3","0","4","Alex Rothberg","3223","Alex Rothberg","3223"
"15327831","2013-03-10 21:24:55","1","193","How to substract 2 columns of unaligned data with Python/Pandas?","1","0","","working4coins","967","HYRY","71257"
"15190728","2013-03-03 20:53:48","0","1109","How to use Python and Pandas to find bests opportunities in triangular arbitrage","1","0","","working4coins","967","",""
"15724034","2013-03-30 22:08:08","11","3527","How to convert Wikipedia wikitable to Python Pandas DataFrame?","4","1","3","working4coins","967","Garrett","25937"
"16466670","2013-05-09 16:33:38","3","658","Fill NaN in candlestick OHLCV data","3","0","1","working4coins","967","Jeff","88337"
"16516574","2013-05-13 07:11:17","0","166","Convert DataFrame with index-OHLC data to index-O index-L index-H index-O (flatten OHLC data)","1","0","","working4coins","967","",""
"15105707","2013-02-27 06:38:18","2","895","regression coefficient calculation in python","1","1","2","user2051726","19","",""
"15778753","2013-04-03 04:15:43","5","10479","VAR model with pandas + statsmodels in Python","1","0","3","user1822685","51","",""
"15226956","2013-03-05 14:56:39","2","637","Add a new column to Pandas DataFrame with coding data from a separate DataFrame without using a Loop?","2","0","","Philip Lawrence","120","bdiamante","8250"
"15249241","2013-03-06 13:57:44","3","1059","How to broadcast a scalar to a filtered column in a pandas dataframe","2","0","","Philip Lawrence","120","eumiro","144513"
"14793621","2013-02-10 01:21:30","0","483","how to import .txt contents into a line of code in python 2.7","1","5","","Poncho","8","tshauck","9885"
"17000997","2013-06-08 15:25:26","1","324","Using pandas and sqldf and getting a nondescript error","1","0","","prussiap","362","qxjit","36"
"16774127","2013-05-27 13:17:12","0","840","Pandas: optimizing some python code by getting rid of DataFrame.apply()","1","0","","Nic","1512","DSM","234989"
"14859085","2013-02-13 17:13:47","3","1104","Reading from file a hierarchical ascii table using Pandas","1","0","1","Nic","1512","zach","10158"
"15825981","2013-04-05 04:36:09","4","1623","How to accumulate unique sum of columns across pandas index","4","2","1","Mike S","625","HYRY","71257"
"16110252","2013-04-19 17:24:20","3","2873","Need to compare very large files around 1.5GB in python","3","2","4","Geek","762","Alvin K.","3831"
"17949273","2013-07-30 14:05:44","4","4451","Loading big CSV file with pandas","2","2","4","user2082695","121","w-m","7232"
"18147230","2013-08-09 12:59:29","1","310","Wrong decimal calculations with pandas","2","1","","user2082695","121","unutbu","601449"
"15522310","2013-03-20 11:30:16","1","213","extract data from a MultiIndex'ed DataFrame","2","1","","dYz","313","",""
"14945144","2013-02-18 20:57:36","2","2837","use pandas to retrieve files over FTP","1","1","","Cath Penfold","151","",""
"15022696","2013-02-22 11:03:55","0","1346","Error when applying a function over multiple columns in a pandas dataframe","1","0","","tictoc","5","Francesco Montesano","6248"
"14968445","2013-02-19 22:07:24","1","733","Pandas : Merge two Dataframes on a column, but keep only data for unlike Columns","1","0","","David Yang","685","DSM","234989"
"15705032","2013-03-29 14:14:59","2","1609","Selecting Columns from Dataframe","1","0","","David Yang","685","Andy Hayden","218111"
"15813371","2013-04-04 13:57:32","1","3027","Pandas: Write into Dataframe","3","0","1","David Yang","685","EnricoGiampieri","4578"
"15005629","2013-02-21 15:11:15","5","1555","Calculate pairwise difference from specific columns in a dataframe","2","2","2","BigScratch","69","D. A.","2487"
"15010523","2013-02-21 19:21:55","0","214","Calculating means in replicates using groupby","2","0","","Ben Temperton","8","BrenBarn","176765"
"15016831","2013-02-22 04:27:30","1","590","In python pandas adding age bands to dataframe","1","0","","user2098002","6","",""
"15997379","2013-04-14 09:01:58","1","2481","Pandas Pivot table subtotals per each cols","2","0","2","ogi","6","",""
"16228631","2013-04-26 04:11:38","0","86","How to distribute aggregations on each columns when groupingby in pandas","1","0","","ogi","6","",""
"15060989","2013-02-25 06:00:53","0","2333","Having trouble reading Movielens 1M data set ratings.dat file with Pandas","2","0","","Shawnzoom","1","",""
"15151251","2013-03-01 05:36:43","-1","155","How to extract date ranges for the last 3 occurrences of event 'y' given dataframe df?","2","3","","Shawnzoom","1","",""
"15077885","2013-02-25 22:39:13","1","1068","TypeError when changing an integer data series in pandas","1","0","","kmt","6","",""
"15093115","2013-02-26 15:35:58","0","49","Trouble with groupss and aggregation","1","1","","user2111827","44","Zelazny7","23162"
"15143842","2013-02-28 19:17:19","13","2400","boolean indexing that can produce a view to a large pandas dataframe?","3","0","6","optional","70","unutbu","601449"
"17751626","2013-07-19 17:00:13","20","13035","Create a pandas DataFrame from multiple dicts","1","1","1","tinproject","395","DSM","234989"
"15200598","2013-03-04 11:34:38","2","1194","partial update to dataframe with Multi-index index with integer labels","5","1","","user2131221","11","",""
"15203623","2013-03-04 14:17:41","47","53309","Convert pandas DateTimeIndex to Unix Time?","6","0","13","Christian Geier","1196","root","45129"
"17600430","2013-07-11 18:08:12","2","1033","Parsing a non regular text file in pandas","2","0","","deltap","2016","",""
"16490005","2013-05-10 20:03:16","2","3211","How can I use a Pandas data structure to calculate autocorrelation?","1","12","2","deltap","2016","Dan","7712"
"15209636","2013-03-04 19:35:31","1","1313","convert_to_r_dataframe module object has no attribute","1","1","","user2133151","127","herrfz","3868"
"15227926","2013-03-05 15:39:42","0","1347","rpy2 object not found error","3","0","1","user2133151","127","lgautier","9344"
"15300732","2013-03-08 18:23:07","0","274","pandas dataframe to matrix dtype errors","0","5","","user2133151","127","",""
"15557542","2013-03-21 20:34:43","23","29374","Reindexing dataframes","1","0","4","user2133151","127","DSM","234989"
"18000019","2013-08-01 16:50:21","2","8923","Using pandas fillna() on multiple columns","2","0","1","Blas","42","TomAugspurger","18032"
"19202093","2013-10-05 19:58:29","15","32082","How to select columns from groupby object in pandas?","3","0","6","","","EdChum","211433"
"19248234","2013-10-08 12:51:26","4","2187","sorting pandas dataframes according to cut in python?","2","2","","","","EdChum","211433"
"19522891","2013-10-22 16:02:57","1","241","Pandas: Timestamp messed up after groupby","2","0","","","","",""
"19564444","2013-10-24 11:17:11","2","543","pandas select columns to save after aggregation","1","0","","","","DSM","234989"
"20095593","2013-11-20 12:08:33","4","3770","pandas group by n seconds and apply arbitrary rolling function","2","0","1","","","",""
"20635781","2013-12-17 13:42:32","3","980","Complicated pandas merge operation","2","0","1","","","Andy Hayden","218111"
"20724455","2013-12-21 22:59:48","2","327","New cumulative value col derived from existing col in a Pandas dataframe","2","0","1","","","joris","75521"
"20737811","2013-12-23 06:03:23","15","15524","Attach a calculated column to an existing dataframe","1","2","5","","","joris","75521"
"20975298","2014-01-07 15:20:01","3","3294","pandas rank function yielding non-integers?","1","5","2","","","Jeff","88337"
"21247992","2014-01-21 02:25:11","11","14899","grouping pandas dataframe by two columns (or more)?","1","2","3","","","waitingkuo","44981"
"21771133","2014-02-14 04:54:02","47","64021","Finding non-numeric rows in dataframe in pandas?","6","0","16","","","Andy Hayden","218111"
"21857371","2014-02-18 14:54:17","1","174","Python: Relative Percentage Change","0","4","","","","",""
"22238802","2014-03-07 00:01:59","1","923","Python pandas groupby correlation includes all columns instead of selected columns","0","2","","","","",""
"22553797","2014-03-21 08:35:43","1","189","cheapest combination of items in python dataframe","1","0","1","","","",""
"22554548","2014-03-21 09:15:45","0","199","all possibilities of a small list from a superset in python","1","3","1","","","",""
"22610346","2014-03-24 13:09:25","4","4528","Price data from yahoo finance (or google finance) that is more precise than one point per day","3","0","1","","","",""
"22740666","2014-03-30 05:35:43","0","129","Python : Separating a .txt file into columns and finding the most frequent data item in one of the columns","1","3","1","","","Matt","13922"
"23073328","2014-04-15 01:49:17","0","117","Pandas - calculating interaction between buyers and sellers","1","3","","","","ericmjl","4833"
"23141369","2014-04-17 19:02:11","2","809","Calculating 3-firm HHI in Pandas","1","0","3","","","exp1orer","5974"
"23248725","2014-04-23 15:22:39","2","1922","pandas csv write by ascii ignore encoding","1","0","","","","",""
"17688082","2013-07-16 22:30:26","8","22858","Error installing with pip","2","0","","F.N.B","666","",""
"20162926","2013-11-23 13:31:00","2","1339","Process multiple-answer questionnaire (from Google Forms) results with pandas","2","0","","robintw","12826","",""
"22983523","2014-04-10 09:07:45","6","1081","Comparing pandas.Series for equality when they are in different orders","1","1","1","Daniel Fortunov","25773","",""
"15242746","2013-03-06 08:52:55","67","35475","Handling Variable Number of Columns with Pandas - Python","3","0","18","Jackie Shephard","358","DSM","234989"
"15262134","2013-03-07 02:44:56","10","8703","Apply different functions to different items in group object: Python pandas","3","1","6","kunitomo","51","",""
"15297053","2013-03-08 15:06:39","17","12905","How can I divide single values of a dataframe by monthly averages?","3","0","9","Markus W","524","Zelazny7","23162"
"15432659","2013-03-15 12:36:02","13","7981","How to rearrange a python pandas dataframe?","2","0","7","Markus W","524","DSM","234989"
"16967165","2013-06-06 16:18:05","12","8194","Getting the average of a certain hour on weekdays over several years in a pandas dataframe","2","0","7","Markus W","524","Andy Hayden","218111"
"17319283","2013-06-26 11:53:30","3","1151","Python Pandas groupby function with dynamic parameters for monthly, hourly means","1","0","1","Markus W","524","unutbu","601449"
"16613187","2013-05-17 15:47:03","5","6122","Deleting a Row from a Time Indexed Dataframe in Python / Pandas","1","0","1","Markus W","524","Andy Hayden","218111"
"18084662","2013-08-06 15:42:56","0","1056","Deleting rows of daylight saving time from a time indexed pandas dataframe","2","1","1","Markus W","524","",""
"15350764","2013-03-11 23:48:21","0","119","Transpose Multidimensional Table","1","0","","kbgo","20","Dan Allan","23313"
"15364050","2013-03-12 14:30:37","3","7084","Extending a pandas panel frame along the minor axis","2","0","7","David Bieber","18","Jeff","88337"
"17805304","2013-07-23 08:39:23","16","19562","How can I load data from mongodb collection into pandas' DataFrame?","3","1","14","user2161725","224","waitingkuo","44981"
"16599357","2013-05-16 23:58:25","3","2138","Python 3.3 pandas, pip-3.3","2","0","1","DMML","842","Andy Hayden","218111"
"16804476","2013-05-29 02:18:12","3","24033","Python - Pandas '.isin' on a list","1","6","2","DMML","842","waitingkuo","44981"
"22005911","2014-02-25 06:03:30","127","328090","Convert Columns to String in Pandas","3","0","24","sontek","7467","Andy Hayden","218111"
"22124318","2014-03-02 05:40:35","2","99","How to combine dataframes without losing data?","1","1","","sontek","7467","",""
"21769162","2014-02-14 01:27:02","1","300","Running a groupby on a pivot table with Pandas","1","3","","sontek","7467","TomAugspurger","18032"
"21744506","2014-02-13 03:20:21","0","62","How to take multiple rows and convert some of them into columns","1","0","","sontek","7467","TomAugspurger","18032"
"21745678","2014-02-13 05:04:04","0","635","Convert Pandas DataFrame to Python list","1","0","","sontek","7467","BrenBarn","176765"
"21108893","2014-01-14 08:29:46","0","94","Plot lines with ipython notebook + pandas","1","0","","sontek","7467","",""
"22678304","2014-03-27 04:28:57","1","364","Summarizing rows in a Pandas DataFrame","2","0","","sontek","7467","",""
"19808084","2013-11-06 09:20:48","0","438","Using pandas to merge data and output Json","1","3","1","macarthy","2852","HYRY","71257"
"22127569","2014-03-02 12:32:48","44","15976","Opposite of melt in python pandas","1","3","23","Boris Gorelik","13004","behzad.nouri","45694"
"16704782","2013-05-23 02:39:31","12","13621","Python Pandas - Removing Rows From A DataFrame Based on a Previously Obtained Subset","1","2","4","DMML","842","DSM","234989"
"16705598","2013-05-23 04:19:17","10","16720","Python 2.7 - statsmodels - formatting and writing summary output","5","2","5","DMML","842","Josef","15319"
"17001447","2013-06-08 16:17:22","1","6374","Python - Create An Empty Pandas DataFrame and Populate From Another DataFrame Using a For Loop","2","0","","DMML","842","Andy Hayden","218111"
"20365330","2013-12-04 01:50:13","3","113","Permute Matrix while keeping some items in place","1","1","","Noah","10365","DSM","234989"
"21271375","2014-01-21 23:42:22","1","607","Inverse lookup in pandas: get ordered lists of row- and column-names","1","2","1","Noah","10365","DSM","234989"
"20664980","2013-12-18 17:48:10","1","8707","Pandas: iterate over unique values of a column that is already in sorted order","1","2","","Setjmp","11424","",""
"20091105","2013-11-20 08:45:15","0","513","Getting SQL Server DateTime NULL into pandas","0","5","","Bjarke Ebert","1330","",""
"18922760","2013-09-20 17:39:49","2","5053","Counting daily events on Pandas Time series","3","1","2","fccoelho","3283","fccoelho","3283"
"18746650","2013-09-11 16:34:08","3","3312","Selecting Pandas DataFrame records for many years based on month & day range","2","1","","JD Long","38171","",""
"20847508","2013-12-30 21:01:36","7","5096","unstacking data with Pandas","1","0","","JD Long","38171","unutbu","601449"
"21500596","2014-02-01 16:33:35","2","2446","How to filter results of a groupby in pandas","2","0","1","gc5","3814","LondonRob","32193"
"18848991","2013-09-17 11:44:48","2","1155","How to plot comparison between two categorical (Nominal) series with pandas and matplotlib","1","0","","gc5","3814","Greg","8228"
"18825412","2013-09-16 10:09:20","5","5682","How to downsample a pandas dataframe by 2x2 averaging kernel","2","3","2","gc5","3814","Andy Hayden","218111"
"19567525","2013-10-24 13:35:03","0","114","IPython + pandas oneliner not working","2","4","","gc5","3814","DSM","234989"
"22272116","2014-03-08 16:43:54","1","731","How to filter pandas dataframe columns by partial label","1","2","","gc5","3814","behzad.nouri","45694"
"15462996","2013-03-17 16:11:16","2","411","MultiIndexing in pandas based on column conditions","1","0","","user2179627","98","Boud","21079"
"16017034","2013-04-15 13:54:49","5","20673","To extract non-nan values from multiple rows in a pandas dataframe","3","0","","user2179627","98","",""
"15463564","2013-03-17 17:03:57","0","426","PANDAS installation issues","1","2","","Merv Merzoug","187","",""
"21467429","2014-01-30 21:08:51","3","2104","Pairwise matrix from a pandas dataframe","2","0","1","iayork","3540","Alvaro Fuentes","10098"
"21838740","2014-02-17 20:32:59","2","56","Pandas: Select based on number of items in a set","1","0","","iayork","3540","unutbu","601449"
"22937650","2014-04-08 12:51:38","22","14802","Pandas: Reading Excel with merged cells","2","0","11","iayork","3540","unutbu","601449"
"22407798","2014-03-14 14:27:16","11","33349","How to reset a DataFrame's indexes for all groups in one step?","5","4","2","Meloun","4067","",""
"19834515","2013-11-07 11:16:01","3","3350","Pandas select columns with boolean date condition","2","0","3","MarkNS","2048","DSM","234989"
"19862948","2013-11-08 15:41:47","1","741","Pandas merge hierarchical dataframes and maintain hierarchy","1","0","1","MarkNS","2048","alko","32837"
"19928284","2013-11-12 11:45:48","27","11862","Pandas dataframe values equality test","4","0","1","MarkNS","2048","MarkNS","2048"
"19791527","2013-11-05 14:38:57","2","1375","pandas read_html function with colspan=2","2","0","","MarkNS","2048","Martin Böschen","1091"
"15463729","2013-03-17 17:19:33","19","6170","Select a multiple-key cross section from a DataFrame","4","0","4","joe-ts","98","Jeff","88337"
"22605614","2014-03-24 09:38:37","1","715","Using partial with groupby and apply in Pandas","1","1","","Nikhil","616","joris","75521"
"23037505","2014-04-12 23:47:51","2","402","Missing global conv object in pandas plotting.py code?","1","11","","ojblass","12410","ojblass","12410"
"22233488","2014-03-06 18:58:06","205","164827","Pandas: drop a level from a multi-level column index?","7","1","49","David Wolever","81918","",""
"22233094","2014-03-06 18:37:05","1","83","Create a Pandas DataFrame from series without duplicating their names?","3","1","","David Wolever","81918","",""
"20512297","2013-12-11 06:43:20","8","5015","How can I concatenate a Series onto a DataFrame with Pandas?","3","0","1","David Wolever","81918","alko","32837"
"22139649","2014-03-03 05:57:01","4","1467","Include HTML in a Pandas DataFrame cell in the IPython Notebook?","1","1","","David Wolever","81918","",""
"21225552","2014-01-20 02:56:25","4","370","Pandas: why does DataFrame.apply(f, axis=1) call f when the DataFrame is empty?","1","0","1","David Wolever","81918","David Wolever","81918"
"21225608","2014-01-20 03:03:52","0","554","Pandas: DataFrame.apply(f, axis=1) on an empty DataFrame ignores exceptions?","1","1","","David Wolever","81918","",""
"21606987","2014-02-06 15:26:25","66","44291","How can I strip the whitespace from Pandas DataFrame headers?","3","0","17","Spike Williams","12996","TomAugspurger","18032"
"19258986","2013-10-08 21:41:21","1","1777","Pandas adding two Multiindex Dataframes","1","0","1","foobar","217","Jeff","88337"
"17353773","2013-06-27 21:46:44","2","164","Are pandas Panels as efficient as multi-indexed DataFrames?","1","2","2","misi","120","Jeff","88337"
"17587321","2013-07-11 07:20:45","1","199","Plotting and GroupBy methods","1","0","","misi","120","Andy Hayden","218111"
"18879852","2013-09-18 18:38:43","4","722","How to combine the data from many data frames into a single data frame with an array as the data values","1","5","","f4hy","579","Andy Hayden","218111"
"18927238","2013-09-20 23:22:05","3","1716","How to split a pandas dataframe into many columns after groupby","1","2","1","f4hy","579","Viktor Kerkez","30933"
"20036953","2013-11-17 22:20:35","9","4367","Filter by hour in Pandas","2","2","4","em70","3922","TomAugspurger","18032"
"15469594","2013-03-18 04:06:42","3","6728","Exception 'HDFStore requires PyTables ' when using HDF5 file in iPython","3","5","1","learn_code","87","",""
"15477894","2013-03-18 13:20:51","0","1457","Add new column in pandas dataframe object with column math","1","0","","yuran","3","Vincent","5380"
"15489011","2013-03-18 23:42:15","5","3900","Python - time series alignment and ""to date"" functions","2","2","1","Alessandro Mariani","722","mtth","3234"
"16690141","2013-05-22 11:05:39","0","562","Pandas stack unstack pivot hierarchical index - reshape dataframe","1","0","1","user2186859","1","",""
"18243303","2013-08-14 22:21:05","0","1093","Type error after renaming Pandas Dataframe columns","1","3","","user2187656","405","Andy Hayden","218111"
"16575868","2013-05-15 22:12:30","15","14163","Efficiently creating additional columns in a pandas DataFrame using .map()","1","0","8","Daniel Romero","87","Andy Hayden","218111"
"16798857","2013-05-28 18:22:36","0","3858","Efficiently adding calculated rows based on index values to a pandas DataFrame","2","2","1","Daniel Romero","87","BrenBarn","176765"
"15515019","2013-03-20 03:58:19","6","7619","Statsmodel using ARMA","2","0","2","user2189221","31","",""
"18263575","2013-08-15 23:29:18","0","1009","Formatting pandas pivot_table","0","6","","Derek Krantz","107","",""
"15533093","2013-03-20 19:37:13","0","403","pandas access axis by user-defined name","1","0","","Mahé","185","",""
"18521037","2013-08-29 21:11:14","3","1226","pandas: iterative filtering a DataFrame's rows","2","0","1","duckworthd","6641","",""
"18581534","2013-09-02 22:24:31","0","1205","Labels on matplotlib within a loop","1","0","","dartdog","4601","Phillip Cloud","18335"
"18624039","2013-09-04 21:23:25","26","52057","Pandas reset index on series to remove multiindex","2","2","10","dartdog","4601","Phillip Cloud","18335"
"18728170","2013-09-10 20:27:00","0","465","How to format output on Ipython Notebook with Pandas to get side-by-side 2-up tables?","1","0","","dartdog","4601","Joe Hooper","696"
"18935783","2013-09-21 17:58:51","3","2298","Pandas, simple add one month to a datetime column in a dataframe","1","2","","dartdog","4601","Andy Hayden","218111"
"18901571","2013-09-19 17:44:38","4","10469","Create subplots in Matplotlib in a loop?","2","2","2","dartdog","4601","Phillip Cloud","18335"
"18751898","2013-09-11 21:51:42","2","654","Modifying a column depending on multiple conditions from another column, Pandas","1","0","","dartdog","4601","Jeff","88337"
"18775052","2013-09-12 22:04:40","4","1259","Create a Pandas dataframe with counts of items spanning a date range","1","0","1","dartdog","4601","Andy Hayden","218111"
"19553128","2013-10-23 22:02:08","1","3075","Data type conversion issue in Pandas Dataframe","1","8","1","dartdog","4601","user1827356","4676"
"19571366","2013-10-24 16:21:43","3","2009","How do I get this output to sort by date in Pandas","1","4","","dartdog","4601","",""
"19100540","2013-09-30 17:47:12","9","29237","Rounding entries in a Pandas DafaFrame","4","0","2","dartdog","4601","ely","44893"
"20502822","2013-12-10 18:49:00","4","604","Pandas select discontinuous dataframe date slices?","2","0","","dartdog","4601","U2EF1","9159"
"20480897","2013-12-09 21:12:20","36","37699","Pandas add one day to column","5","0","7","dartdog","4601","Andy Hayden","218111"
"20529147","2013-12-11 20:20:16","1","1070","Pandas select the year end quarters in a DF","1","2","1","dartdog","4601","Zelazny7","23162"
"19778168","2013-11-04 22:07:50","0","1418","Converting a column of strings to numbers in Pandas","2","0","","dartdog","4601","Felix Zumstein","4163"
"19820280","2013-11-06 18:49:20","11","19605","Offset date for a Pandas DataFrame date index","2","0","3","dartdog","4601","Roman Pekar","77738"
"19736144","2013-11-01 22:03:50","1","834","Summary calculations on a Pandas Dataframe","3","0","","dartdog","4601","dartdog","4601"
"19756108","2013-11-03 18:00:48","0","494","Selecting a new dataframe via a multi-indexed frame in Pandas using index names","1","3","1","dartdog","4601","Jeff","88337"
"19611729","2013-10-26 20:46:51","50","24826","Getting Google Spreadsheet CSV into A Pandas Dataframe","6","4","20","dartdog","4601","TomAugspurger","18032"
